trial_no,frame,x,y,mouse_state
0,99,34.06587883727594,252.5856289113963,1
0,100,33.380956639255594,226.91409480011097,1
0,101,34.75524523992154,212.64047524205145,1
0,102,36.2954405583947,200.79784934792792,1
0,103,39.07283759182896,184.05430795087585,1
0,104,40.05387182403723,178.95389392788715,1
0,105,41.08171001204069,173.92065303199962,1
0,106,42.47253947476177,169.72627855806724,1
0,107,45.22940153504547,164.12563656566087,1
0,108,47.84481770390543,159.51139987658846,1
0,109,52.6576782371545,148.92079864143835,1
0,110,57.52427700565309,141.0359199837718,1
0,111,60.48957790809027,136.52140877333312,1
0,112,69.13956638005047,123.45945986723007,1
0,113,72.36125175732919,119.08590369241648,1
0,114,76.64740094529522,113.60490625298084,1
0,115,86.33982931925118,103.85313735938438,1
0,116,92.1268368887969,98.72575622088816,1
0,117,98.07404999081396,93.65654087490343,1
0,118,108.60685088964614,86.27455546391732,1
0,119,113.7965705883804,82.44463334777952,1
0,120,119.9551257622416,78.35462705771496,1
0,121,134.20527238699378,70.46223730765834,1
0,122,143.01557202263024,65.41010625258829,1
0,123,150.43579624188695,62.083147340637254,1
0,124,169.12970156545748,54.46090759397919,1
0,125,174.6593712103965,52.64842809412675,1
0,126,182.649429883226,49.91982683433105,1
0,127,193.8531635108116,47.28043572679297,1
0,128,200.76839125884868,45.649830714472444,1
0,129,206.60578557746814,44.3105096577247,1
0,130,218.23635850470774,42.399403127408306,1
0,131,221.7191222767154,42.04003873945394,1
0,132,226.48742257401415,41.1484363840146,1
0,133,234.76339413665764,40.09450745561991,1
0,134,239.51855916771723,39.386778434783295,1
0,135,250.1046066038644,39.04952065616897,1
0,136,253.64927402967564,38.55784152266165,1
0,137,259.52593014793075,38.567641530066105,1
0,138,269.99408797779665,37.92546284511128,1
0,139,278.1154529304298,38.33738454163498,1
0,140,283.7939991819511,38.28033957458113,1
0,141,295.0603942381249,38.87016177081741,1
0,142,300.6706831604465,39.51899701604919,1
0,143,306.0766466489247,39.75993472750466,1
0,144,316.9880731847622,41.41233488395664,1
0,145,323.41182956441304,42.529206337169704,1
0,146,330.7796152280772,43.93840454524684,1
0,147,342.06514204120674,46.354141045523306,1
0,148,349.0527252878354,47.999790604243785,1
0,149,353.9491874229501,49.21838200849366,1
0,150,363.76169381337047,52.330398787802814,1
0,151,367.76103787851065,53.970431501590554,1
0,152,371.7165452942079,55.638944806309304,1
0,153,377.07981702758246,58.84348378793311,1
0,154,380.9384003673463,60.583527637856136,1
0,155,383.27439542273186,62.41457508503209,1
0,156,389.37419509575017,66.07514612366086,1
0,157,393.3843396485853,68.56090099343812,1
0,158,396.2135658394087,70.11080281000119,1
0,159,403.4972276944567,75.607707173944,1
0,160,407.93814249850226,79.62425415359711,1
0,161,412.02635827187413,82.9911809018969,1
0,162,422.15006109833496,91.96650019665967,1
0,163,426.3349308202428,96.24487857244719,1
0,164,434.0927065120153,105.46926000001996,1
0,165,439.05661713757047,111.03608933171786,1
0,166,442.56,116.07999999999997,1
0,167,448.8054873218641,124.63801958748387,1
0,168,451.83860472028596,128.96955368286163,1
0,169,456.5755506631947,135.65466966879868,1
0,170,463.5758213514533,147.47050966447713,1
0,171,466.4204248866262,154.4906492302886,1
0,172,470.15438362579243,163.76519126064213,1
0,173,477.1180157458193,180.88335347643186,1
0,174,479.70656295896225,190.26631801755363,1
0,175,481.4475065301697,198.57469173607524,1
0,176,485.4734192675815,216.69205320708653,1
0,177,486.82311118732326,227.28007367744846,1
0,178,487.3385279613172,235.74455286490286,1
0,179,488.2872945352898,252.80338581863677,1
0,180,488.26471596628903,261.3271724302765,1
0,181,488.0620203338033,269.8385608959099,1
0,182,487.1281076897426,286.74639970133836,1
0,183,486.4078665525997,295.10592233291936,1
0,184,485.408585503515,304.40731619195867,1
0,185,483.1811069325248,320.6111404828688,1
0,186,481.7029383364778,329.5087551374517,1
0,187,480.8200702311532,334.37763919723835,1
0,188,477.48159469027945,346.23324223457644,1
0,189,476.128925771005,350.19470307729375,1
0,190,473.1084244209473,358.94812609442295,1
0,191,471.432129047413,363.7160644721381,1
0,192,469.9497923087602,367.5378064665372,1
0,193,466.08375139848977,376.19214626268285,1
0,194,464.5195626548312,379.90292855901544,1
0,195,462.68749929827203,384.4271840720086,1
0,196,457.9654933063495,392.9765968879885,1
0,197,456.313833039352,396.51865893102666,1
0,198,453.37168105348917,400.5398674401693,1
0,199,448.279074366109,407.4322243614615,1
0,200,446.15454500423857,410.31389774612126,1
0,201,443.60541950385675,412.67048331595913,1
0,202,439.25279136042377,418.33807059762484,1
0,203,436.7809690170778,421.88143868332503,1
0,204,434.13028183800594,424.1788694918688,1
0,205,427.4698075591971,430.4605600599737,1
0,206,423.71267336976007,433.6955706178825,1
0,207,420.4572103001631,435.4990284000173,1
0,208,411.93590558854754,442.1170485632641,1
0,209,408.2598427583717,444.56020264282694,1
0,210,404.2698365819352,447.6412852728913,1
0,211,396.1556609244056,452.0148010934018,1
0,212,390.3641709208978,455.5104356223604,1
0,213,386.4571135446379,457.8008473992865,1
0,214,376.1618310621994,462.4318635224859,1
0,215,370.9849325868502,465.43684151626553,1
0,216,366.24619047025385,467.21933690800836,1
0,217,359.37597255297237,469.9882630918682,1
0,218,354.5033481660094,471.67048852801855,1
0,219,348.6286286871007,473.5211618491567,1
0,220,336.65580722325575,477.0178614885241,1
0,221,328.58379048181394,479.01106632628694,1
0,222,323.584416251034,479.87337878982544,1
0,223,316.19060988804694,481.9787811003088,1
0,224,310.06096422161505,482.844045850593,1
0,225,301.6687853157255,484.34392669118444,1
0,226,292.167142240348,485.7677274994421,1
0,227,275.19369704184896,487.3906814962276,1
0,228,268.8098769383484,487.6452749952678,1
0,229,259.1966141813632,488.2872945352898,1
0,230,242.1614391040901,488.0620203338033,1
0,231,233.68204340382118,487.68164428403935,1
0,232,227.35493161142168,487.28240393062424,1
0,233,213.7804736032144,486.0964186846319,1
0,234,208.62013814126806,485.52910864364844,1
0,235,201.4625590839546,484.63773313442977,1
0,236,188.4044570461769,482.7050517528221,1
0,237,183.47151519159087,481.8744240257913,1
0,238,178.5917593667304,480.999952803805,1
0,239,168.60791053860893,478.0787213517981,1
0,240,162.5344868871176,475.79801974257424,1
0,241,157.44148633909776,473.65005097923944,1
0,242,146.8977208978246,468.02895759821365,1
0,243,142.56407787094795,465.34083805781813,1
0,244,136.4694323908462,462.08718560976496,1
0,245,125.6703055925584,454.5976296596785,1
0,246,121.44700533182404,451.6193537942109,1
0,247,110.89368038474797,443.6017417783357,1
0,248,106.2194885398145,439.06506955045404,1
0,249,102.16092370292031,435.82540668492067,1
0,250,93.60307253208934,427.76598107756786,1
0,251,88.51134259314713,421.3950492111336,1
0,252,83.64238302200245,416.86710923172325,1
0,253,73.23918412163974,401.78608433416565,1
0,254,68.10555157246564,395.3374560910531,1
0,255,64.12402812777546,388.5110302433598,1
0,256,54.891044652559614,374.54843683544453,1
0,257,51.78076817827484,369.21998864576994,1
0,258,48.25975707840789,361.9899198396541,1
0,259,41.30073697851396,348.0139698950511,1
0,260,37.673111265942715,340.3775415611803,1
0,261,34.7403888115153,332.9140553253386,1
0,262,29.041971904148067,315.8917018261935,1
0,263,26.137170760408456,308.24155214199084,1
0,264,24.239073030340208,299.84666186970526,1
0,265,20.65940474077093,285.0287958826903,1
0,266,19.4217947447178,279.7611297515109,1
0,267,18.623544508093463,272.51314473948554,1
0,268,16.980888776286964,261.12916543564995,1
0,269,15.600000000000001,256.00000000000006,1
0,270,15.169109664220027,251.9353435976987,1
0,271,13.996441095148178,242.891473895448,1
0,272,13.229902719969228,238.94590229094604,1
0,273,12.542188233008256,234.0488857825797,1
0,274,12.053074954961339,220.44498260654527,1
0,275,11.533069727974144,215.74640907314836,1
0,276,11.688460454437031,197.09484622871807,1
0,277,12.721128838486553,186.08126933089562,1
0,278,12.851887286534733,179.0664175053981,1
0,279,15.798423703373908,162.17125924802488,1
0,280,17.50061640687126,153.5197960948535,1
0,281,19.105347678054024,145.88100145196864,1
0,282,22.863388887676518,129.41410570487994,1
0,283,24.421904974264894,123.02351574385219,1
0,284,27.546554200494832,114.79058665369317,1
0,285,32.37215060527814,100.70288236723624,1
0,286,36.22769284326924,92.71535412088559,1
0,287,39.103620018047565,86.52226179563853,1
0,288,46.37237421886458,73.33692359475067,1
0,289,49.93940223535871,67.25541886007218,1
0,290,53.52211249503731,61.27658478208041,1
0,291,60.96982221093069,50.70507601230187,1
0,292,65.31684052175937,46.50504900006751,1
0,293,68.54331657725233,42.12896573149722,1
0,294,75.98949576347606,34.383294316913506,1
0,295,77.95733746649542,32.17493852994697,1
0,296,81.51519428153671,29.000349843082148,1
0,297,90.47108659086199,21.21919424448599,1
0,298,96.41825503497962,17.049556485292513,1
0,299,103.3180482241936,12.215005182704815,1
0,300,116.91063249304729,3.953206761245738,1
0,301,120.41741241286871,1.677382293224909,1
0,302,124.53041344533756,-0.19714302846418263,1
0,303,132.19858812142598,-4.235620880850817,1
0,304,138.20585692144167,-7.354048430148822,1
0,305,154.61971672714085,-12.657750687884686,1
0,306,163.8003352439495,-15.52378340702991,1
0,307,172.12327316415173,-17.658411861640175,1
0,308,189.58134978062046,-20.744375939089792,1
0,309,197.91636961332077,-21.60558633261317,1
0,310,207.16723238259502,-22.432446957301863,1
0,311,227.59324474632754,-23.7634988887056,1
0,312,236.1473697774404,-23.663139147827494,1
0,313,247.33430649629403,-23.03533091207072,1
0,314,265.574837380351,-21.670285120388726,1
0,315,276.0919509681671,-20.045935281407054,1
0,316,282.26353457215004,-18.89166210944242,1
0,317,299.06828025796744,-15.593848951736447,1
0,318,307.2502955928367,-12.622238762139474,1
0,319,316.2661219426843,-9.879949607282157,1
0,320,331.01855736203686,-3.8857164959758563,1
0,321,339.0886388647531,-1.3067526176327888,1
0,322,348.53579813757653,3.5479680753489973,1
0,323,366.1592089129208,12.205029418013282,1
0,324,374.60150414475726,16.986281757333373,1
0,325,383.3908163019498,23.05679307790132,1
0,326,396.92685768604923,32.713290393876605,1
0,327,405.06778700059976,39.75969171822507,1
0,328,412.190135750985,46.20614906583693,1
0,329,419.7735562285791,52.43964762955787,1
0,330,425.0783088043371,58.12263860124558,1
0,331,432.0152029858645,65.08403907683774,1
0,332,443.78183317022797,79.48507682532272,1
0,333,451.39006888445806,89.87124576321445,1
0,334,457.7007404374725,98.80599569113707,1
0,335,469.548465035137,120.01846622031995,1
0,336,475.62022400147333,132.70443564011933,1
0,337,481.3950297455305,145.72088672709185,1
0,338,488.6248494653311,168.0326199726202,1
0,339,492.12929002551994,179.576412379641,1
0,340,494.23468343826164,190.04246371068007,1
0,341,498.1453489685277,210.53597526496822,1
0,342,499.10122206143905,221.27125403345048,1
0,343,499.64242313149254,229.14961047003743,1
0,344,500.3952580172031,249.01727832814706,1
0,345,500.44888213714984,256.99775057509976,1
0,346,500.3952580172031,262.9827216718529,1
0,347,498.9002155787535,279.99014473001483,1
0,348,497.5533628877565,287.0711794610916,1
0,349,496.08523210641397,294.17254739796385,1
0,350,492.18477138127383,309.49484138209874,1
0,351,489.3542379754342,316.87501854417064,1
0,352,486.70586390508043,325.1101266668982,1
0,353,478.40954209845916,344.14387381544066,1
0,354,474.2950363857554,351.76150182470934,1
0,355,470.548075381489,359.14811311925206,1
0,356,462.8404119197698,372.86483274481014,1
0,357,459.519242085541,378.93801929355294,1
0,358,455.75515474977124,384.3400994773434,1
0,359,452.2562344439675,390.28058148407894,1
0,360,447.3765695331682,396.68764029622804,1
0,361,444.93628689796424,400.54142168626925,1
0,362,438.31612263014813,409.4751541078018,1
0,363,433.8009197998111,415.30140215837565,1
0,364,430.5117015734588,419.21976793047827,1
0,365,423.54362847657035,427.63005843178854,1
0,366,421.4802603528009,429.6521250011293,1
0,367,418.07744158990573,433.36776629756514,1
0,368,412.5428578609701,438.9721714628168,1
0,369,409.3610063009238,441.8613520487005,1
0,370,406.6785733477835,445.10666591646213,1
0,371,399.9682007636784,449.64736869719064,1
0,372,396.4461065346344,453.02871056871544,1
0,373,393.4421554604834,455.0890045648317,1
0,374,387.96984244935805,459.4954821843464,1
0,375,384.6759380350271,462.0825570084339,1
0,376,381.8677964820286,463.43012862589256,1
0,377,373.49363014585725,468.8944408403475,1
0,378,369.5131013747403,470.9717140784575,1
0,379,365.0660644733465,474.1321290468088,1
0,380,355.9110684176571,478.8016825843533,1
0,381,350.032595160986,481.0780202523073,1
0,382,345.9613837779432,482.9026012299862,1
0,383,333.866598329838,487.6032156397216,1
0,384,325.96125846095276,489.87049271217694,1
0,385,318.9625218942943,491.85960560427515,1
0,386,311.9370785942132,493.73258400045955,1
0,387,304.8953673989615,495.4875136749789,1
0,388,297.8478680069096,497.1234296702876,1
0,389,284.9527912374528,498.6044229282422,1
0,390,276.95745910845494,499.50571561627436,1
0,391,271.9811411448077,499.712402558092,1
0,392,257.99547368955234,500.4455287623981,1
0,393,252.00927152733718,500.43211768123,1
0,394,245.03075774020724,500.3149421722165,1
0,395,234.09767981149167,499.91220223450983,1
0,396,229.14961047003743,499.64242313149254,1
0,397,222.25311047119013,499.17611580929645,1
0,398,212.3841261967979,497.86984575216644,1
0,399,205.48511709919458,496.6885595825323,1
0,400,200.4258228429678,495.16744092833164,1
0,401,186.6332792937579,491.8468503029361,1
0,402,179.40283993126886,488.77578500378496,1
0,403,174.5492337061118,487.439372474655,1
0,404,163.84340032756066,483.9141713354245,1
0,405,158.70868372626492,481.3584569864237,1
0,406,152.89373532261195,479.0664379784256,1
0,407,143.1776153003047,474.7170792062789,1
0,408,139.46822508297424,473.2626311664773,1
0,409,134.70426819653193,470.9794270022338,1
0,410,127.82516458541812,466.99549820499,1
0,411,123.9978808279346,464.8391735821421,1
0,412,121.26882263384904,463.5056818334185,1
0,413,113.50558958707416,458.4403346981184,1
0,414,109.57206870437373,453.8755828875441,1
0,415,105.62051615118517,450.8997257770956,1
0,416,100.13324935338808,445.62133359434176,1
0,417,95.45018084392733,440.4827114285355,1
0,418,90.32034652393473,435.652636330558,1
0,419,80.16309182048938,423.79864954028994,1
0,420,74.42069497680836,416.39505276235093,1
0,421,69.88295143673584,411.93590558854754,1
0,422,61.05522434407592,399.4308712161198,1
0,423,56.91099541919232,393.44215545037855,1
0,424,52.35382336511845,385.68512742274623,1
0,425,42.05020768668609,367.53780646355693,1
0,426,38.002852662256,359.4219024569512,1
0,427,34.46304490777431,350.5088845040616,1
0,428,27.952982160097527,335.0562995071607,1
0,429,24.456135357434125,325.7664919445923,1
0,430,22.437316976584917,318.6878197101687,1
0,431,17.036338737725647,301.18220484209496,1
0,432,15.126722848120892,290.12371427526654,1
0,433,13.154626598623913,280.984091916599,1
0,434,11.560059676718081,258.9931420960099,1
0,435,11.15429811435471,249.03284587346278,1
0,436,11.457814292657233,238.10666936419454,1
0,437,12.673008447964051,218.412903783778,1
0,438,13.685535927560078,207.73411078302715,1
0,439,14.921970532912047,197.20048063374657,1
0,440,19.65374788587802,175.27267932735526,1
0,441,23.04258874313406,164.7583472745011,1
0,442,26.46126292224835,155.27414073015638,1
0,443,30.604970245999198,145.7208867321408,1
0,444,34.58859081399457,135.66771240599417,1
0,445,38.06058767601576,128.3086262298852,1
0,446,45.41694194375958,115.29222942755277,1
0,447,48.90894117910148,109.032151798612,1
0,448,53.483016025308444,103.15699322595508,1
0,449,62.260977857599286,91.84673986212354,1
0,450,69.13424332177263,85.42510415636283,1
0,451,73.58795199893395,81.26845928006875,1
0,452,89.34339962410252,67.18674177987435,1
0,453,95.84381424701236,62.07594375219387,1
0,454,105.52720630039157,54.40503920726468,1
0,455,120.24657405705624,45.582189812028275,1
0,456,129.68599992678273,40.294553695618944,1
0,457,138.42413839033753,35.42379683372076,1
0,458,155.3907128160052,28.40811735907792,1
0,459,164.04159036282442,25.125694902853695,1
0,460,173.53554023173038,22.350697226668885,1
0,461,196.7050742480799,16.8437994933303,1
0,462,206.45344102340547,15.203723340334301,1
0,463,220.1331697275635,13.898895348270921,1
0,464,245.98203660948812,12.563490312965852,1
0,465,259.01350854269265,12.910310607043288,1
0,466,272.12685119606726,14.09723181533162,1
0,467,296.33392651456927,17.02148558660825,1
0,468,308.5120673934535,19.695696515475746,1
0,469,319.5186295693408,22.090125884760972,1
0,470,341.67635630753483,29.209645027080935,1
0,471,352.6683095534265,33.46149576854041,1
0,472,362.8219982274035,38.32498464956157,1
0,473,371.9728246373673,43.21507820732727,1
0,474,380.5190615470892,47.12931604790052,1
0,475,391.31818482829823,53.52390124927091,1
0,476,408.750932972386,65.31092683733544,1
0,477,418.0675950673887,72.05825096424523,1
0,478,426.6532788334759,79.3936997694833,1
0,479,440.9317695115615,91.72550264329331,1
0,480,447.49644631658344,98.87471070914756,1
0,481,452.7217883937996,104.29911841688289,1
0,482,462.78477380257027,115.2310225229946,1
0,483,466.18097978628873,119.43079191613631,1
0,484,470.6953302816035,124.10197199616707,1
0,485,477.9025251654974,133.57102054123834,1
0,486,479.66972990517314,136.51830668793957,1
0,487,481.7638297078545,138.83143020248326,1
0,488,487.0005834077169,146.18005052440822,1
0,489,490.8051803140414,152.27080390181462,1
0,490,493.97225992152664,158.17741097062552,1
0,491,499.2050949504215,168.0720040959294,1
0,492,502.7544488821162,174.9900488086289,1
0,493,504.436302406968,179.7012105203362,1
0,494,508.1318415845444,189.25921843988317,1
0,495,509.5488561516899,193.0754663875087,1
0,496,510.5612345229869,197.6823353770677,1
0,497,512.6573986639671,204.29922909080935,1
0,498,513.3922279121253,207.10470220944154,1
0,499,514.1910886925763,210.81655950032754,1
0,500,515.7037195405383,218.2416578298977,1
0,501,516.5352985652324,223.77831997999436,1
0,502,517.20759108002,227.48790381168948,1
0,503,517.5233607671914,233.8994342638563,1
0,504,518.6349989348624,239.4705245335945,1
0,505,518.7615780971173,244.05629187745444,1
0,506,519.7967641876171,257.83192196879764,1
0,507,520.6035630350511,266.03668686791474,1
0,508,520.496213056314,270.5928945064625,1
0,509,519.7331712592216,287.82986553446847,1
0,510,519.3785747969688,293.2362812681567,1
0,511,518.8986599760957,299.51426098345814,1
0,512,517.8261839386248,311.0737834863716,1
0,513,517.3539585803488,315.4805561055283,1
0,514,516.5333289951327,322.4809184423158,1
0,515,515.0402874701116,333.71208627360227,1
0,516,513.5386529397992,340.6580346764581,1
0,517,511.32154114132743,348.52069779123883,1
0,518,508.395858932877,359.6151420645907,1
0,519,505.5872720284379,366.63265606967434,1
0,520,503.55426575950827,371.8200314714858,1
0,521,496.8238146341438,384.380342380454,1
0,522,494.07348176823746,389.6397611088099,1
0,523,490.1445285579538,395.2450416176399,1
0,524,481.64692788852403,405.8366952157155,1
0,525,476.2629788271774,411.79576551390016,1
0,526,471.36,417.52000000000004,1
0,527,460.4217681028226,427.8590085650788,1
0,528,454.7765444611655,432.99281363013574,1
0,529,448.8104915557683,436.9311722174018,1
0,530,432.95539853336544,447.7788874502964,1
0,531,424.82595073420714,452.8081524987885,1
0,532,407.8795372810658,461.0373753475864,1
0,533,397.9783980715243,465.1303431566087,1
0,534,388.3578472617989,469.5115638119217,1
0,535,379.7883450819558,472.38592603826976,1
0,536,361.7843537252476,478.4437344653205,1
0,537,356.4077901127388,479.68072042579604,1
0,538,340.37346873781894,484.00925477697797,1
0,539,335.4864393696475,485.40390094507234,1
0,540,327.69156167661936,487.23052999938767,1
0,541,310.97375331215085,490.1474678646794,1
0,542,301.80390808573713,492.1445929861177,1
0,543,292.69161616176314,493.47629328106433,1
0,544,273.4154583184095,494.6942222183672,1
0,545,264.2050117743165,494.97096728378926,1
0,546,254.97403961000475,495.04876403895855,1
0,547,237.5634168108113,494.65132677964493,1
0,548,230.4330343202357,494.284120436135,1
0,549,222.33094449874193,493.7239370750809,1
0,550,207.32226117212542,492.28985718845047,1
0,551,201.2770299482637,491.1060935632068,1
0,552,192.19681394912269,488.93226644712405,1
0,553,176.16691368270926,484.3832596274003,1
0,554,164.34597042175207,480.6027318926915,1
0,555,156.58652350689795,477.92301312658924,1
0,556,141.18246832738967,471.6572769041362,1
0,557,133.3030446408515,467.4776791725985,1
0,558,127.46375743790291,464.2486410124947,1
0,559,121.11113985495709,461.3087798136111,1
0,560,115.99270745790703,457.5707827824859,1
0,561,110.37184615620862,454.1335427234681,1
0,562,100.1533701938303,447.3559884596777,1
0,563,94.02037126253008,443.50369141326377,1
0,564,90.49707824308813,441.0890663000176,1
0,565,80.36949656412132,432.6062284985099,1
0,566,76.0443422581319,429.1465246981026,1
0,567,71.27096753636974,424.20064536388634,1
0,568,64.72593990283397,417.175096365385,1
0,569,60.66142388024407,413.6246926382582,1
0,570,57.70761515863187,409.7975082884096,1
0,571,52.161671289639344,402.84088138538095,1
0,572,50.18482751959369,399.97399394038786,1
0,573,47.98852032209188,396.28681190595717,1
0,574,43.31490296741147,389.4115608615458,1
0,575,40.61998875543017,385.4211726840904,1
0,576,38.55090718374191,381.6372536676021,1
0,577,32.40119229130018,371.6545557162228,1
0,578,30.463041574902995,367.80464602370694,1
0,579,27.818941992927492,362.8696094448179,1
0,580,24.147829020464364,355.0903469733974,1
0,581,22.013086428087238,349.4021836313902,1
0,582,20.97149377656718,346.5437688194993,1
0,583,18.458368002129305,338.0773931701482,1
0,584,16.530910402635538,332.2824922606312,1
0,585,15.310607620191085,327.5301808480769,1
0,586,12.2861112274331,315.9613535666224,1
0,587,11.121370673670906,310.20238431881114,1
0,588,8.751718137916573,295.75364530941846,1
0,589,7.6363089465822585,287.0454614004503,1
0,590,6.684210856517809,278.312308010395,1
0,591,6.175390602962387,260.8604009446905,1
0,592,6.186557904056998,250.1677795377955,1
0,593,6.348676767331224,242.40031698988128,1
0,594,7.519530772706549,220.22654726797202,1
0,595,8.161095323475662,212.60408286365586,1
0,596,10.066675886081082,202.9555575301712,1
0,597,14.189287914137475,185.6725817121073,1
0,598,16.483961492623436,177.12323228864204,1
0,599,19.105001980923934,170.29408609377722,1
0,600,22.727861147265028,159.04326741840535,1
0,601,26.156451737260028,152.13764341889254,1
0,602,28.016309677091,148.26087205661844,1
0,603,35.1560776174931,135.45200741579276,1
0,604,38.418083462737954,128.91675674159262,1
0,605,43.18300989445557,121.18380714766565,1
0,606,53.52615852112076,106.55502176136511,1
0,607,59.10652426292593,99.64341633056856,1
0,608,66.00445156723637,91.08000617841242,1
0,609,78.36781536531254,76.44746741565245,1
0,610,84.69890280050548,69.38707288920054,1
0,611,91.34737948519577,63.58618184015066,1
0,612,103.39942210970207,52.85048069235046,1
0,613,111.0811871422649,47.20249989588358,1
0,614,115.19081508182889,43.83480928070294,1
0,615,127.53697184635485,36.18548508437635,1
0,616,133.58319099972456,32.043667264386116,1
0,617,145.13194396825972,25.73557591619674,1
0,618,151.53296790290415,23.323428603234458,1
0,619,157.12275058636214,21.166532658080033,1
0,620,170.36365549431923,16.218235470671647,1
0,621,175.9132876408564,14.786449650580373,1
0,622,184.38327929687043,12.503149693748409,1
0,623,199.53314351350534,9.077136179338236,1
0,624,207.12239582354925,7.778441412153258,1
0,625,216.64600473903747,6.438078687236031,1
0,626,230.99725968085048,5.01095290289876,1
0,627,237.7434289973605,4.251494295822448,1
0,628,243.4994031198412,4.064894296425029,1
0,629,255.0377900246398,3.900977497312967,1
0,630,259.84861620899557,3.915637380638481,1
0,631,264.65720619532374,3.9791080743698455,1
0,632,275.21455705874433,4.289302279993951,1
0,633,279.9974426066698,4.506801420975329,1
0,634,284.76665664641433,4.771198929428694,1
0,635,296.14177485456185,5.591785159363852,1
